"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Payment","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"150175","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","NEWBURGH","IN","47630","WARRICK","8128424784","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","251","23621","21791","25672","","07/01/2010","06/30/2013"
"150176","KENTUCKIANA MEDICAL CENTER LLC","4601 MEDICAL PLAZA WAY","CLARKSVILLE","IN","47129","CLARK","8122803300","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","29","26709","22912","31509","","07/01/2010","06/30/2013"
"150177","UNITY MEDICAL AND SURGICAL HOSPITAL","4455 EDISON LAKES PKWY","MISHAWAKA","IN","46545","ST JOSEPH","5742316800","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"150179","FAIRBANKS","8102 CLEARVISTA PARKWAY","INDIANAPOLIS","IN","46256","MARION","3178498222","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"150180","DOCTORS NEUROMEDICAL HOSPITAL & BRAIN INSTITUTE","411 S WHITLOCK ST","BREMEN","IN","46506","MARSHALL","5745463830","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"150181","ST VINCENT FISHERS HOSPITAL INC","13861 OLIO ROAD","FISHERS","IN","46037","HAMILTON","3174159000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","7 - No cases met the criteria for this measure.","07/01/2010","06/30/2013"
"150182","FRANCISCAN ST FRANCIS HEALTH - CARMEL","12188 B NORTH MERIDIAN STREET","CARMEL","IN","46032","HAMILTON","3177054500","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"151300","COMMUNITY HOSPITAL OF BREMEN INC","1020 HIGH RD","BREMEN","IN","46506","MARSHALL","5745462211","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151301","ST VINCENT RANDOLPH HOSPITAL INC","473 E GREENVILLE AVE","WINCHESTER","IN","47394","RANDOLPH","7655840004","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151302","INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL","410 PILGRIM BLVD","HARTFORD CITY","IN","47348","BLACKFORD","7653480300","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151303","ST VINCENT JENNINGS HOSPITAL INC","301 HENRY ST","NORTH VERNON","IN","47265","JENNINGS","8123524200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151304","RUSH MEMORIAL HOSPITAL","1300 N MAIN ST","RUSHVILLE","IN","46173","RUSH","7659327513","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151305","PULASKI MEMORIAL HOSPITAL","616 E 13TH ST","WINAMAC","IN","46996","PULASKI","5749462100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151306","INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL","642 W HOSPITAL RD","PAOLI","IN","47454","ORANGE","8127232811","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151307","ST VINCENT WILLIAMSPORT HOSPITAL INC","412 N MONROE ST","WILLIAMSPORT","IN","47993","WARREN","7657624000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151308","ST VINCENT MERCY HOSPITAL","1331 S A ST","ELWOOD","IN","46036","MADISON","7655524743","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151309","ST VINCENT CLAY HOSPITAL INC","1206 E NATIONAL AVE","BRAZIL","IN","47834","CLAY","8124422500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151310","WABASH COUNTY HOSPITAL","710 N EAST ST","WABASH","IN","46992","WABASH","2605633131","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151311","INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC","1000 S MAIN ST","TIPTON","IN","46072","TIPTON","7656758500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151312","INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL","720 SOUTH SIXTH ST","MONTICELLO","IN","47960","WHITE","5745837111","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151313","WOODLAWN HOSPITAL","1400 E 9TH ST","ROCHESTER","IN","46975","FULTON","5742233141","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151314","ST VINCENT SALEM HOSPITAL INC","911 N SHELBY ST","SALEM","IN","47167","WASHINGTON","8128835881","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","416 E MAUMEE ST","ANGOLA","IN","46703","STEUBEN","2606652141","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151316","ST VINCENT FRANKFORT HOSPITAL INC","1300 S JACKSON ST","FRANKFORT","IN","46041","CLINTON","7656563000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151317","GREENE COUNTY GENERAL HOSPITAL","1185 N 1000 W","LINTON","IN","47441","GREENE","8128472281","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151318","DUKES MEMORIAL HOSPITAL","275 W 12TH ST","PERU","IN","46970","MIAMI","7654728000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","40","19229","16721","22043","","07/01/2010","06/30/2013"
"151319","GIBSON GENERAL HOSPITAL","1808 SHERMAN DR","PRINCETON","IN","47670","GIBSON","8123853401","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151320","JAY COUNTY HOSPITAL","500 W VOTAW ST","PORTLAND","IN","47371","JAY","2607267131","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151322","PERRY COUNTY MEMORIAL HOSPITAL","ONE HOSPITAL RD","TELL CITY","IN","47586","PERRY","8125477011","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151323","PARKVIEW LAGRANGE HOSPITAL","207 N TOWNLINE RD","LAGRANGE","IN","46761","LAGRANGE","2604639000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151324","JASPER COUNTY HOSPITAL","1104 E GRACE ST","RENSSELAER","IN","47978","JASPER","2198665141","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151325","ST MARY'S HEALTH, INC","1116 MILLIS AVE","BOONVILLE","IN","47601","WARRICK","8128974800","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151326","UNION HOSPITAL CLINTON","801 S MAIN ST","CLINTON","IN","47842","VERMILLION","7658321234","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","2200 N SECTION ST","SULLIVAN","IN","47882","SULLIVAN","8122684311","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151328","INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL","2900 W 16TH ST","BEDFORD","IN","47421","LAWRENCE","8122751200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","55","20886","18326","23818","","07/01/2010","06/30/2013"
"151329","MARGARET MARY COMMUNITY HOSPITAL INC","321 MITCHELL AVE","BATESVILLE","IN","47006","RIPLEY","8129346624","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151330","ADAMS MEMORIAL HOSPITAL","1100 MERCER AVE","DECATUR","IN","46733","ADAMS","2607242145","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151331","HARRISON COUNTY HOSPITAL","1141 HOSPITAL DR NW","CORYDON","IN","47112","HARRISON","8127384251","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","720 N LINCOLN ST","GREENSBURG","IN","47240","DECATUR","8126634331","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151333","PUTNAM COUNTY HOSPITAL","1542 S BLOOMINGTON ST","GREENCASTLE","IN","46135","PUTNAM","7656552620","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151334","SCOTT MEMORIAL HOSPITAL","1451 N GARDNER ST","SCOTTSBURG","IN","47170","SCOTT","8127523456","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"151335","ST VINCENT DUNN HOSPITAL INC","1600 23RD ST","BEDFORD","IN","47421","LAWRENCE","8122753331","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","85","21360","19025","24017","","07/01/2010","06/30/2013"
"160001","MARSHALLTOWN MEDICAL & SURGICAL CENTER","3 SOUTH 4TH AVENUE","MARSHALLTOWN","IA","50158","MARSHALL","6417545151","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","83","20646","18398","23185","","07/01/2010","06/30/2013"
"160005","ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","311 SOUTH CLARK STREET","CARROLL","IA","51401","CARROLL","7127923581","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"160008","KEOKUK AREA HOSPITAL","1600 MORGAN STREET","KEOKUK","IA","52632","LEE","3195247150","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","51","19288","16804","22018","","07/01/2010","06/30/2013"
"160013","TRINITY MUSCATINE","1518 MULBERRY AVENUE","MUSCATINE","IA","52761","MUSCATINE","5632649100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","28","21807","18713","25308","","07/01/2010","06/30/2013"
"160016","TRINITY REGIONAL MEDICAL CENTER","802 KENYON RD","FORT DODGE","IA","50501","WEBSTER","5155733101","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","227","23687","21746","25719","","07/01/2010","06/30/2013"
"160024","IOWA LUTHERAN HOSPITAL","700 EAST UNIVERSITY AVENUE","DES MOINES","IA","50316","POLK","5152635612","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","122","20555","18618","22699","","07/01/2010","06/30/2013"
"160028","ALEGENT HEALTH MERCY HOSPITAL","800 MERCY DRIVE","COUNCIL BLUFFS","IA","51503","POTTAWATTAMIE","7123285000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","96","21426","19250","23993","","07/01/2010","06/30/2013"
"160029","MERCY HOSPITAL","500 E MARKET STREET","IOWA CITY","IA","52245","JOHNSON","3193390300","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","252","18585","17314","19960","","07/01/2010","06/30/2013"
"160030","MARY GREELEY MEDICAL CENTER","1111 DUFF AVENUE","AMES","IA","50010","STORY","5152392011","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","268","21061","19543","22707","","07/01/2010","06/30/2013"
"160032","SKIFF MEDICAL CENTER","204 NORTH 4TH AVENUE EAST","NEWTON","IA","50208","JASPER","6417921273","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","1227 EAST RUSHOLME STREET","DAVENPORT","IA","52803","SCOTT","5634211000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","444","20524","19378","21814","","07/01/2010","06/30/2013"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"160040","SARTORI MEMORIAL HOSPITAL","515 COLLEGE STREET","CEDAR FALLS","IA","50613","BLACK HAWK","3192683000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"160045","ST LUKES HOSPITAL","1026 A AVE NE","CEDAR RAPIDS","IA","52402","LINN","3193697211","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","273","23241","21524","25033","","07/01/2010","06/30/2013"
"160047","METHODIST JENNIE EDMUNDSON","933 EAST PIERCE STREET","COUNCIL BLUFFS","IA","51503","POTTAWATTAMIE","7123966000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","113","19396","17535","21393","","07/01/2010","06/30/2013"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"160057","GREAT RIVER MEDICAL CENTER","1221 SOUTH GEAR AVENUE","WEST BURLINGTON","IA","52655","DES MOINES","3197681000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","231","19295","17908","20843","","07/01/2010","06/30/2013"
"160058","UNIVERSITY OF IOWA HOSPITAL & CLINICS","200 HAWKINS DRIVE","IOWA CITY","IA","52242","JOHNSON","3193561616","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","188","21726","19908","23760","","07/01/2010","06/30/2013"
"160064","MERCY MEDICAL CENTER-NORTH IOWA","1000 FOURTH STREET SW","MASON CITY","IA","50401","CERRO GORDO","6414287000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","395","24299","22654","25983","","07/01/2010","06/30/2013"
"160067","COVENANT MEDICAL CENTER","3421 WEST NINTH STREET","WATERLOO","IA","50702","BLACK HAWK","3192728000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","87","23000","20561","25882","","07/01/2010","06/30/2013"
"160069","MERCY MEDICAL CENTER-DUBUQUE","250 MERCY DRIVE","DUBUQUE","IA","52001","DUBUQUE","5635898000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","147","21018","19093","23172","","07/01/2010","06/30/2013"
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","701 10TH STREET SE","CEDAR RAPIDS","IA","52403","LINN","3193986011","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","263","19666","18263","21172","","07/01/2010","06/30/2013"
"160080","MERCY MEDICAL CENTER-CLINTON","1410 NORTH 4TH STREET","CLINTON","IA","52732","CLINTON","5632445555","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","219","20682","19104","22399","","07/01/2010","06/30/2013"
"160082","IOWA METHODIST MEDICAL CENTER","1200 PLEASANT STREET","DES MOINES","IA","50309","POLK","5152416212","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","404","20040","18808","21355","","07/01/2010","06/30/2013"
"160083","MERCY MEDICAL CENTER-DES MOINES","1111 6TH AVE","DES MOINES","IA","50314","POLK","5152473121","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","627","22679","21508","23925","","07/01/2010","06/30/2013"
"160089","OTTUMWA REGIONAL HEALTH CENTER","1001 E PENNSYLVANIA","OTTUMWA","IA","52501","WAPELLO","6416827511","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","161","21272","19496","23279","","07/01/2010","06/30/2013"
"160101","BROADLAWNS MEDICAL CENTER","1801 HICKMAN ROAD","DES MOINES","IA","50314","POLK","5152822200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"160104","TRINITY BETTENDORF","4500 UTICA RIDGE ROAD","BETTENDORF","IA","52722","SCOTT","5637425000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","60","20088","17646","22745","","07/01/2010","06/30/2013"
"160110","ALLEN HOSPITAL","1825 LOGAN AVENUE","WATERLOO","IA","50703","BLACK HAWK","3192353941","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","387","22075","20728","23553","","07/01/2010","06/30/2013"
"160112","SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST","SPENCER","IA","51301","CLAY","7122648300","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"160117","FINLEY HOSPITAL","350 NORTH GRANDVIEW AVENUE","DUBUQUE","IA","52001","DUBUQUE","5635821881","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","62","21653","18968","24606","","07/01/2010","06/30/2013"
"160122","FORT MADISON COMMUNITY HOSPITAL","5445 AVE O","FORT MADISON","IA","52627","LEE","3193726530","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","35","18976","16532","22018","","07/01/2010","06/30/2013"
"160124","LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71","SPIRIT LAKE","IA","51360","DICKINSON","7123361230","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"160146","ST LUKES REGIONAL MEDICAL CENTER","2720 STONE PARK BOULEVARD","SIOUX CITY","IA","51104","WOODBURY","7122793500","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","79","18791","16738","21117","","07/01/2010","06/30/2013"
"160147","GRINNELL REGIONAL MEDICAL CENTER","210 FOURTH AVENUE","GRINNELL","IA","50112","POWESHIEK","6412367511","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"160153","MERCY MEDICAL CENTER-SIOUX CITY","801 5TH ST","SIOUX CITY","IA","51101","WOODBURY","7122792010","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","282","19523","18107","21016","","07/01/2010","06/30/2013"
"161300","BAUM HARMON MERCY HOSPITAL","255 N WELCH AVENUE","PRIMGHAR","IA","51245","OBRIEN","7129572300","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161301","IOWA SPECIALTY HOSPITAL - BELMOND","403 FIRST STREET SE","BELMOND","IA","50421","WRIGHT","6414443223","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161302","IOWA SPECIALTY HOSPITAL-CLARION","1316 SOUTH MAIN STREET","CLARION","IA","50525","WRIGHT","5155322811","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161303","GRUNDY COUNTY MEMORIAL HOSPITAL","201 EAST J AVENUE","GRUNDY CENTER","IA","50638","GRUNDY","3198245421","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"161304","ALEGENT CREIGHTON HEALTH MERCY HOSPITAL, CORNING I","603 ROSARY DRIVE","CORNING","IA","50841","ADAMS","6413223121","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161306","JONES REGIONAL MEDICAL CENTER","1795 HIGHWAY 64 EAST","ANAMOSA","IA","52205","JONES","3194626131","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161307","HANCOCK COUNTY HEALTH SYSTEM","532 1ST ST NW","BRITT","IA","50423","HANCOCK","6418435000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161308","FRANKLIN GENERAL HOSPITAL","1720 CENTRAL AVENUE EAST","HAMPTON","IA","50441","FRANKLIN","6414565000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161309","ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL","631 N 8TH ST","MISSOURI VALLEY","IA","51555","HARRISON","7126422784","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161310","ADAIR COUNTY MEMORIAL HOSPITAL","609 SE KENT","GREENFIELD","IA","50849","ADAIR","6417432123","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161311","HAWARDEN REGIONAL HEALTHCARE","1111 11TH STREET","HAWARDEN","IA","51023","SIOUX","7125513100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161312","GUTTENBERG MUNICIPAL HOSPITAL","200 MAIN STREET","GUTTENBERG","IA","52052","CLAYTON","5632521121","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161313","GENESIS MEDICAL CENTER-DEWITT","1118 11TH STREET","DEWITT","IA","52742","CLINTON","5636594200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161316","PALMER LUTHERAN HEALTH CENTER","112 JEFFERSON STREET","WEST UNION","IA","52175","FAYETTE","5634223811","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161317","MARENGO MEMORIAL HOSPITAL","300 W MAY ST","MARENGO","IA","52301","IOWA","3196425543","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161318","VETERANS MEMORIAL HOSPITAL","40 1ST STREET SE","WAUKON","IA","52172","ALLAMAKEE","5635683411","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161319","CENTRAL COMMUNITY HOSPITAL","901 DAVIDSON STREET NW","ELKADER","IA","52043","CLAYTON","5632457000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161320","COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER","909 WEST FIRST STREET","SUMNER","IA","50674","BREMER","5635783275","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161321","SANFORD ROCK RAPIDS MEDICAL CENTER","801 SOUTH GREENE STREET","ROCK RAPIDS","IA","51246","LYON","7124722591","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161322","DALLAS COUNTY HOSPITAL","610 TENTH STREET","PERRY","IA","50220","DALLAS","5154653547","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
